region,slope,ndvi.index.l,ndvi.index.u
N,0.00165101188049968,0.878098032718705,0.731511573340217
N,0.00165523655943008,0.881119105023167,0.730935048161224
N,0.00168508160374585,0.888339432002483,0.72762540483854
N,0.00167534723268534,0.881999249004783,0.72797983453871
N,0.00167470498613165,0.881781024674361,0.729073291287342
N,0.00168920235508854,0.88202300627251,0.727070180851002
N,0.00167179021835559,0.877235098194964,0.728835747147149
N,0.00169833479609949,0.879070687337117,0.726144266816218
N,0.00165986295151929,0.884059475435065,0.730822083092229
N,0.00169063392817738,0.881165068952415,0.727953991196269
N,0.00166914117084911,0.88187136054256,0.728447758960425
N,0.00171280844819973,0.883029148714624,0.727210971854019
N,0.00169414532769293,0.888515580205468,0.727197800742533
N,0.00166485401441045,0.87971234681109,0.73039119622011
N,0.00170328906115211,0.886676864389798,0.724870859294537
N,0.00167939536496567,0.882135452452293,0.729161647771234
N,0.00165998878860541,0.876994623354184,0.730509687751393
N,0.00168626907533511,0.884851863685696,0.72804409682061
N,0.00165908911975419,0.883027760798416,0.730385269732834
N,0.00167858109014537,0.882749270818871,0.727530526780947
N,0.00169572477234449,0.877509367365848,0.727021397252615
N,0.00167457092185713,0.882586765473025,0.730035704219737
N,0.00168239721513321,0.884483513404362,0.72919124763652
N,0.0016743139295732,0.883610154718417,0.729466893256488
N,0.00167378611207179,0.884386888156984,0.729656043653306
N,0.00169435337032469,0.884125926076924,0.729205742043093
N,0.00167039106744181,0.880989315408928,0.729839418257179
N,0.00169384516430109,0.882009783805767,0.729348380248467
N,0.00167316926647837,0.880345597302201,0.72820224467942
N,0.00168660951680923,0.886394725256704,0.729626221875185
N,0.00167179047490403,0.882428757025448,0.729093574306374
N,0.00166000434878671,0.87850520040266,0.729777593497611
N,0.00165716359116999,0.87912898485344,0.730080120673355
N,0.00165131316504953,0.877139333575934,0.729346953470099
N,0.00167875019152045,0.88357212929093,0.727541333479848
N,0.00167908961339008,0.886117630761026,0.729761702889248
N,0.0016515248784164,0.877182075842838,0.731024465961669
N,0.00167072952683026,0.880983403767709,0.729245562819792
N,0.00166958683824666,0.880188276997041,0.728656286350118
N,0.00169236567212273,0.886316401635945,0.727729736012317
N,0.00167607878673019,0.882096408399935,0.727779253984372
N,0.00167998169779945,0.88574692127984,0.729008221787729
N,0.0016566354571339,0.881984941104104,0.729450746234302
N,0.00170173506687086,0.880281446195294,0.726907170434178
N,0.0016974250990487,0.88356508287193,0.727512994099416
N,0.0017087138770642,0.885147445305786,0.726276684423513
N,0.00165525678746246,0.884456422500521,0.730154488395548
N,0.00165310651641587,0.881546839945367,0.73029232038093
N,0.00167438915603357,0.879275411094565,0.728331094527503
N,0.0016685708559291,0.880657300107509,0.729052990522126
N,0.00167686759549789,0.883058643191404,0.728270940063079
N,0.00168502903222814,0.881668654124026,0.725729911014496
N,0.00166759683420726,0.879932976946952,0.729221891721077
N,0.00168539659806537,0.882534684457018,0.728050318013127
N,0.00166470100260773,0.878493349352543,0.730029592600948
N,0.00168502483868297,0.8821453465026,0.728122496982109
N,0.00165926275856493,0.87983540477313,0.72949892567955
N,0.00165927927213879,0.877278711540876,0.73206212275896
N,0.00166668069166143,0.881861189525811,0.728981729272034
N,0.0016897747012995,0.886322967104098,0.72821853816736
N,0.00164513255365418,0.879540206802352,0.731180949344049
N,0.00172016818370819,0.88077934814332,0.725838987496928
N,0.00167687230051304,0.884672802562339,0.728051839526221
N,0.00167471910683569,0.884236025892084,0.730387807397248
N,0.00164207115858418,0.882721706350649,0.731330090248273
N,0.00167073045108645,0.882841494978324,0.728470873339971
N,0.00167939801807573,0.885555265042239,0.727922172629059
N,0.0016914590139661,0.881389527890309,0.728537635714223
N,0.00168435709852987,0.879869090666816,0.727738450609983
N,0.00168026330223951,0.884089329344342,0.728496411309703
N,0.00167209833492394,0.88117745105268,0.729214915755167
N,0.00165327303043228,0.881766259137539,0.730667466160516
N,0.00168192745677569,0.876787553807132,0.727503404386929
N,0.00166770560285719,0.876683394099458,0.728512919250335
N,0.00167886463740343,0.882995173059877,0.727603812051043
N,0.00167535505210282,0.875592006886186,0.728334547480363
N,0.00167815043796148,0.882451930570379,0.727290537350646
N,0.00167667348518952,0.8802421976672,0.728484722990837
N,0.00167327144835748,0.88871101686858,0.729609400643552
N,0.00169250495397497,0.885387826095381,0.7265703627319
N,0.00166512466714738,0.880851747764755,0.729256629835834
N,0.00166850377827458,0.878850308732552,0.728354233284954
N,0.00166024307387488,0.880602803628377,0.728760387159325
N,0.00166006115514606,0.882373376438428,0.729362612826642
N,0.00169770434213792,0.880238063529143,0.727736928944214
N,0.00167601875009827,0.877774813279079,0.729817623855112
N,0.00166683519244535,0.880984706438678,0.730019472136517
N,0.00165300099682485,0.889214626771453,0.730219157744843
N,0.00167960772378361,0.880095170376765,0.727708444441503
N,0.0016993863384751,0.881009292377047,0.727274687476522
N,0.00166248585216931,0.885538460624657,0.730008824006094
N,0.00168079027353155,0.887289843341556,0.728699901782933
N,0.00169688200134,0.885766916445989,0.726957337201169
N,0.00165753687830217,0.872909473469484,0.729679785657974
N,0.00167508759968926,0.879393915541732,0.72916412855206
N,0.00168361012799921,0.880501212119256,0.72769822283286
N,0.0016758571546905,0.880718559807733,0.727736613495126
N,0.00166577927575718,0.879238926723212,0.729091092682266
N,0.00165569335646283,0.879825029987486,0.729954135373121
N,0.00164575693298373,0.878847734373005,0.732980559210905
N,0.00167256638297419,0.879434822592244,0.728888290399025
N,0.00165703549980895,0.869629934413309,0.728679589316504
N,0.00167341178000825,0.883776043017593,0.72919592546811
N,0.00168113395313531,0.883250181042835,0.729344123561435
N,0.00165276666896236,0.885444706753009,0.730347093476068
N,0.0016924954167374,0.88572369441701,0.727510452312958
N,0.00168623194884128,0.879538663499774,0.729695727777915
N,0.00167664144307129,0.87918521375163,0.728399354560341
N,0.00168185008863867,0.882971373754961,0.728319504892745
N,0.00166557209995929,0.885971700563528,0.729156267647513
N,0.00169022567203802,0.887701252477927,0.726904596679243
N,0.00166687191890886,0.883684042997836,0.729888043517401
N,0.00167644468493525,0.879530706767027,0.72824818927791
N,0.00168000172221075,0.884030757556725,0.72891589574922
N,0.00168657558587249,0.880950409443218,0.726379604344296
N,0.00166381035746096,0.88137716223356,0.728342909609344
N,0.00169545661221798,0.881483593605662,0.726765994683919
N,0.00167428612125203,0.879908486001641,0.72920856237678
N,0.00165229662578608,0.878982575116479,0.731887784110426
N,0.00167775033533834,0.882330670014621,0.728680259484213
N,0.00167176511443293,0.876558127653115,0.7296275105832
N,0.00166561157871519,0.885734632147168,0.72964749798797
N,0.00168186966320556,0.885973180836404,0.727561767691421
N,0.00169223513906744,0.881116251544795,0.728595856246481
N,0.00168261761045814,0.882476000420269,0.728611898470562
N,0.00169682551718447,0.884231600534975,0.726466901333907
N,0.00172269882338093,0.883256088735202,0.723753796031615
N,0.00169756553454837,0.882814361387207,0.727807097276026
N,0.00166515062149655,0.883602798892666,0.728608379001601
N,0.00167341146030022,0.887115486040701,0.728793303548752
N,0.0016876496982314,0.884456917494773,0.727441302857764
N,0.00167352034964849,0.881411436865592,0.729409942245206
N,0.00166569496548765,0.881938716579929,0.728701132657087
N,0.00166416610018144,0.880025522971886,0.731153989658163
N,0.00166920399615347,0.878202381752308,0.729030861989117
N,0.0016680046309475,0.880834773037435,0.729552466160436
N,0.00167475084109458,0.886618388992998,0.727281852810854
N,0.00165983982917911,0.879129212137368,0.728941823670772
N,0.00167983794595787,0.88265160547899,0.727148048947685
N,0.00167085086366067,0.878469779833918,0.729447794888423
N,0.00170513106646579,0.883324544161717,0.725914482550662
N,0.00170231735975431,0.885920769180228,0.726806544056322
N,0.00168363089240008,0.881984884068226,0.728271997628225
N,0.00167465824494197,0.879425196355913,0.728162713484828
N,0.0016694704251942,0.878481688139744,0.729311899090605
N,0.00165713917440434,0.87875334724664,0.728588047395559
N,0.00169858759633207,0.882236600184229,0.727544415731041
N,0.00165850917335427,0.882028651878072,0.72880304114457
N,0.00168407615406854,0.883018114524023,0.727476958008378
N,0.00169391924482026,0.882994775327376,0.727905621451191
N,0.00168234335479771,0.879751829940196,0.727938716447183
N,0.00166481585478027,0.880219837719388,0.729134821584161
N,0.0016894046908216,0.882061450063943,0.728882733891103
N,0.0016856662259954,0.881930521571457,0.727508479353878
N,0.00164439197229984,0.886991325158036,0.732646472677424
N,0.00164656312504241,0.878988146263738,0.728794358276213
N,0.00166340994866508,0.88493682184074,0.728639814352428
N,0.00169027703041852,0.879342666824657,0.727221377260812
N,0.00164726637385746,0.882758723043917,0.731721953337643
N,0.00169217410464078,0.885215315877632,0.726934157374031
N,0.00169836432064629,0.883441816947248,0.727710081797745
N,0.00165809775302949,0.878814450602944,0.730687497681994
N,0.00168241030335073,0.883093809480999,0.727347655204003
N,0.00165150053663927,0.880575029683195,0.730011722248462
N,0.00166139798609484,0.881923798281142,0.729514647247907
N,0.00168214554577515,0.878995886230847,0.727796182049537
N,0.00169367196491494,0.881943047896416,0.728421243610721
N,0.00166198320970308,0.881519104397009,0.729136774621272
N,0.00168179370816489,0.88624596909033,0.729605817983426
N,0.00168307650287325,0.882604523536597,0.728199218320105
N,0.00168724558848644,0.882989094979908,0.727306528180115
N,0.00164430999086416,0.87989289385398,0.732274197124592
N,0.00167890394524231,0.880904211354947,0.72770580053731
N,0.0017113987194925,0.883619622584475,0.724350280640939
N,0.0016723781505331,0.886012213149729,0.730858862439144
N,0.00166161008177612,0.884955494949297,0.729626614981812
N,0.00168310987735112,0.882909850196946,0.727304221292943
N,0.00168744444693494,0.883828860645317,0.728464054889363
N,0.00167252126186647,0.884422353252304,0.729255389074493
N,0.00166781070384648,0.888293834138154,0.730655783892183
N,0.00169907878970551,0.8836840028024,0.727636868221229
N,0.00165622582063216,0.877201393632584,0.730379584859857
N,0.00165276701690662,0.878492997740123,0.730017914503704
N,0.00170733500104159,0.880119922128625,0.724913196145152
N,0.00167227650279715,0.885344054414054,0.727852796000162
N,0.00166308497778687,0.879707547887858,0.730362448345704
N,0.00166027029420421,0.884117080243443,0.730683258867015
N,0.00168085716773696,0.884183315113119,0.728194261484618
N,0.00167886529594545,0.882177389874752,0.729670223022604
N,0.00167771546969184,0.879985824673394,0.728066708949991
N,0.00168698934888271,0.887573207977274,0.727174688543808
N,0.00165524731170563,0.882760689535951,0.731151063684297
N,0.0016820841491325,0.887657128458095,0.730248120127806
N,0.00167596608597853,0.878888306311473,0.727904748811062
N,0.00169953452847246,0.880976330851215,0.726332380035362
N,0.00166055186992125,0.878731156743554,0.729033016193382
N,0.00167038819670929,0.880745342040738,0.728767859555073
N,0.00167697937199626,0.886974261216378,0.730545298914676
N,0.00166611591034406,0.8889528641304,0.729634678607084
N,0.00168260273730267,0.88286676546478,0.730207362251699
N,0.0016953008482109,0.88220119887151,0.726969648366971
N,0.00168245647084397,0.881286238988013,0.728322521709122
N,0.00170100741846996,0.88136950285616,0.727339062200446
N,0.00166709644528147,0.886831849629935,0.729819764538743
N,0.0016713959800127,0.888353924393076,0.730097926334841
N,0.00167065090040459,0.882939763256306,0.729957942433802
